"from","to","edge_type"
"TGFB1","MECP2","ligand_regulation"
"IL4","KITLG","ligand_regulation"
"IL6","KITLG","ligand_regulation"
"TGFB1","MGP","ligand_regulation"
"TGFB1","MME","ligand_regulation"
"IL4","MME","ligand_regulation"
"TGFB1","MMP1","ligand_regulation"
"IL6","MMP1","ligand_regulation"
"TGFB1","MMP2","ligand_regulation"
"IL6","MMP2","ligand_regulation"
"BMP4","MMP2","ligand_regulation"
"TGFB1","MMP3","ligand_regulation"
"TGFB1","MMP8","ligand_regulation"
"IL6","MMP10","ligand_regulation"
"TGFB1","MMP11","ligand_regulation"
"TGFB1","MMP12","ligand_regulation"
"TGFB1","MMP13","ligand_regulation"
"IL6","ABCC1","ligand_regulation"
"TGFB1","MYO1B","ligand_regulation"
"TGFB1","MSH2","ligand_regulation"
"IL6","MST1","ligand_regulation"
"IL4","COX1","ligand_regulation"
"TGFB1","COX1","ligand_regulation"
"TGFB1","MTNR1A","ligand_regulation"
"IL4","MUC1","ligand_regulation"
"IL6","MUC1","ligand_regulation"
"IL4","MUC3A","ligand_regulation"
"TGFB1","MUC4","ligand_regulation"
"IL4","MUC4","ligand_regulation"
"IL4","MX1","ligand_regulation"
"TGFB1","MXI1","ligand_regulation"
"TGFB1","GADD45B","ligand_regulation"
"TGFB1","MYH11","ligand_regulation"
"IL6","NDN","ligand_regulation"
"TGFB1","NEDD9","ligand_regulation"
"TGFB1","NEUROD1","ligand_regulation"
"IL6","NEUROD1","ligand_regulation"
"IL6","NFATC1","ligand_regulation"
"IL4","NFKBIA","ligand_regulation"
"IL6","NNMT","ligand_regulation"
"TGFB1","NOS1","ligand_regulation"
"IL6","NOS1","ligand_regulation"
"TGFB1","NOS3","ligand_regulation"
"TGFB1","NOTCH2","ligand_regulation"
"TGFB1","NOTCH4","ligand_regulation"
"TGFB1","OMD","ligand_regulation"
"IL6","TNFRSF11B","ligand_regulation"
"IL4","OPRM1","ligand_regulation"
"IL6","OXTR","ligand_regulation"
"TGFB1","FURIN","ligand_regulation"
"IL4","PAPPA","ligand_regulation"
"IL4","PCSK1","ligand_regulation"
"TGFB1","PCSK2","ligand_regulation"
"TGFB1","PDGFA","ligand_regulation"
"TGFB1","PDGFRB","ligand_regulation"
"TGFB1","PDK1","ligand_regulation"
"TGFB1","ENPP1","ligand_regulation"
"TGFB1","PGF","ligand_regulation"
"TGFB1","SERPINA1","ligand_regulation"
"IL6","SERPINB5","ligand_regulation"
"TGFB1","PIGR","ligand_regulation"
"TGFB1","PIK3CA","ligand_regulation"
"IL4","PIP","ligand_regulation"
"BMP4","PITX2","ligand_regulation"
"TGFB1","PKD1","ligand_regulation"
"IL4","PLA2G2A","ligand_regulation"
"TGFB1","PLA2G2A","ligand_regulation"
"IL4","PLAT","ligand_regulation"
"IL4","PLAU","ligand_regulation"
"IL4","PLG","ligand_regulation"
"TGFB1","PLG","ligand_regulation"
"TGFB1","PLOD2","ligand_regulation"
"TGFB1","PPARA","ligand_regulation"
"IL6","PPARG","ligand_regulation"
"TGFB1","PRKAR1A","ligand_regulation"
"TGFB1","PRKCA","ligand_regulation"
"IL4","MAPK1","ligand_regulation"
"IL6","MAPK1","ligand_regulation"
"IL4","MAPK8","ligand_regulation"
"IL6","MAPK8","ligand_regulation"
"TGFB1","MAP2K1","ligand_regulation"
"IL4","MAP2K3","ligand_regulation"
"IL4","PRL","ligand_regulation"
"TGFB1","PSEN1","ligand_regulation"
"IL4","PSMD7","ligand_regulation"
"IL6","PSMD12","ligand_regulation"
"BMP4","TAS2R38","ligand_regulation"
"TGFB1","PTGS1","ligand_regulation"
"IL6","PTHLH","ligand_regulation"
"TGFB1","PTH1R","ligand_regulation"
"IL6","PTH1R","ligand_regulation"
"IL6","PTPRC","ligand_regulation"
"IL4","PTPRC","ligand_regulation"
"IL6","PTPRG","ligand_regulation"
"TGFB1","PTPRJ","ligand_regulation"
"TGFB1","PTPRK","ligand_regulation"
"TGFB1","PXN","ligand_regulation"
"IL6","RAB5C","ligand_regulation"
"IL6","MOK","ligand_regulation"
"TGFB1","RASGRF1","ligand_regulation"
"IL6","REN","ligand_regulation"
"TGFB1","BRD2","ligand_regulation"
"TGFB1","ROS1","ligand_regulation"
"TGFB1","S100A4","ligand_regulation"
"IL4","CCL2","ligand_regulation"
"IL6","CCL2","ligand_regulation"
"TGFB1","CCL3","ligand_regulation"
"IL6","CCL4","ligand_regulation"
"IL4","CCL7","ligand_regulation"
"TGFB1","CCL11","ligand_regulation"
"IL6","CCL20","ligand_regulation"
"TGFB1","CCL20","ligand_regulation"
"IL4","CCL24","ligand_regulation"
"IL4","CXCL5","ligand_regulation"
"IL4","CX3CL1","ligand_regulation"
"TGFB1","SDC1","ligand_regulation"
"TGFB1","SDC2","ligand_regulation"
"TGFB1","SELE","ligand_regulation"
"TGFB1","SRSF3","ligand_regulation"
"IL6","SFTPB","ligand_regulation"
"TGFB1","SFTPB","ligand_regulation"
"IL4","SFTPD","ligand_regulation"
"TGFB1","SGK1","ligand_regulation"
"TGFB1","SNAI2","ligand_regulation"
"TGFB1","SNCA","ligand_regulation"
"TGFB1","SOX2","ligand_regulation"
"TGFB1","SOX4","ligand_regulation"
"TGFB1","SOX9","ligand_regulation"
"TGFB1","SPARC","ligand_regulation"
"IL6","STAT1","ligand_regulation"
"IL6","STAT3","ligand_regulation"
"TGFB1","STAT3","ligand_regulation"
"TGFB1","ADAM17","ligand_regulation"
"TGFB1","ZEB1","ligand_regulation"
"BMP4","TEK","ligand_regulation"
"TGFB1","TERT","ligand_regulation"
"IL6","TF","ligand_regulation"
"TGFB1","TF","ligand_regulation"
"TGFB1","TFF1","ligand_regulation"
"IL4","TFF3","ligand_regulation"
"IL6","TFF3","ligand_regulation"
"IL6","TFRC","ligand_regulation"
"IL4","TFRC","ligand_regulation"
"IL6","TGFB1","ligand_regulation"
"BMP4","TGFB1","ligand_regulation"
"IL4","TGFB2","ligand_regulation"
"TGFB1","LEFTY2","ligand_regulation"
"TGFB1","TGFBI","ligand_regulation"
"TGFB1","TGFBR1","ligand_regulation"
"TGFB1","TGFBR2","ligand_regulation"
"TGFB1","TGM2","ligand_regulation"
"TGFB1","TH","ligand_regulation"
"TGFB1","THBS2","ligand_regulation"
"IL6","THPO","ligand_regulation"
"IL4","TIMP1","ligand_regulation"
"TGFB1","TIMP2","ligand_regulation"
"IL4","TIMP2","ligand_regulation"
"TGFB1","TIMP3","ligand_regulation"
"IL6","TIMP3","ligand_regulation"
"TGFB1","TIMP4","ligand_regulation"
"TGFB1","TLE1","ligand_regulation"
"IL6","TLR2","ligand_regulation"
"TGFB1","TLR4","ligand_regulation"
"IL4","TNF","ligand_regulation"
"TGFB1","TNFRSF1B","ligand_regulation"
"TGFB1","TP53","ligand_regulation"
"TGFB1","TPM1","ligand_regulation"
"IL6","TSHR","ligand_regulation"
"IL4","TNFRSF4","ligand_regulation"
"IL4","TXK","ligand_regulation"
"TGFB1","UCN","ligand_regulation"
"TGFB1","UCP2","ligand_regulation"
"TGFB1","VDR","ligand_regulation"
"TGFB1","VEGFC","ligand_regulation"
"TGFB1","VIM","ligand_regulation"
"TGFB1","VIP","ligand_regulation"
"TGFB1","VTN","ligand_regulation"
"IL6","VWF","ligand_regulation"
"TGFB1","WARS","ligand_regulation"
"IL6","WNT10B","ligand_regulation"
"IL6","XBP1","ligand_regulation"
"TGFB1","CXCR4","ligand_regulation"
"IL4","CXCR4","ligand_regulation"
"IL6","RAB7A","ligand_regulation"
"TGFB1","HMGA2","ligand_regulation"
"TGFB1","MAD1L1","ligand_regulation"
"TGFB1","CILP","ligand_regulation"
"TGFB1","GEMIN2","ligand_regulation"
"TGFB1","GCM1","ligand_regulation"
"BMP4","BARX2","ligand_regulation"
"TGFB1","TMEFF1","ligand_regulation"
"TGFB1","RFXANK","ligand_regulation"
"IL6","AKR1C3","ligand_regulation"
"TGFB1","SOCS1","ligand_regulation"
"TGFB1","TNFSF10","ligand_regulation"
"TGFB1","ADAM15","ligand_regulation"
"TGFB1","TNFRSF18","ligand_regulation"
"TGFB1","FGF18","ligand_regulation"
"IL4","SOCS2","ligand_regulation"
"BMP4","PROM1","ligand_regulation"
"TGFB1","PROM1","ligand_regulation"
"TGFB1","P4HA2","ligand_regulation"
"IL6","P4HA2","ligand_regulation"
"BMP4","P4HA2","ligand_regulation"
"IL6","SOCS3","ligand_regulation"
"TGFB1","SOCS3","ligand_regulation"
"IL4","IL1RL1","ligand_regulation"
"IL6","PDLIM7","ligand_regulation"
"IL6","MMP20","ligand_regulation"
"TGFB1","CD163","ligand_regulation"
"IL6","CD163","ligand_regulation"
"TGFB1","TCEAL1","ligand_regulation"
"IL4","EIF2AK3","ligand_regulation"
"IL4","IL27RA","ligand_regulation"
"IL4","CHST3","ligand_regulation"
"TGFB1","ADAMTS4","ligand_regulation"
"IL4","NPEPPS","ligand_regulation"
"TGFB1","NCOR2","ligand_regulation"
"TGFB1","ABCG1","ligand_regulation"
"IL6","UBE3C","ligand_regulation"
"TGFB1","MRC2","ligand_regulation"
"TGFB1","FGFBP1","ligand_regulation"
"TGFB1","BCL2L11","ligand_regulation"
"IL6","BCL2L11","ligand_regulation"
"IL6","GJC1","ligand_regulation"
"IL6","TRAP1","ligand_regulation"
"TGFB1","TRAP1","ligand_regulation"
"TGFB1","ABI2","ligand_regulation"
"IL4","TNK2","ligand_regulation"
"TGFB1","FSTL3","ligand_regulation"
"IL4","CCL26","ligand_regulation"
"TGFB1","TUBA1B","ligand_regulation"
"IL6","IRF9","ligand_regulation"
"IL4","CPQ","ligand_regulation"
"BMP4","FST","ligand_regulation"
"TGFB1","FBLN5","ligand_regulation"
"IL6","BATF","ligand_regulation"
"IL6","CXCL13","ligand_regulation"
"TGFB1","SORBS1","ligand_regulation"
"TGFB1","MXD4","ligand_regulation"
"TGFB1","NFAT5","ligand_regulation"
"IL6","TCFL5","ligand_regulation"
"IL4","CYSLTR1","ligand_regulation"
"IL6","COPS5","ligand_regulation"
"TGFB1","IRAK3","ligand_regulation"
"TGFB1","CD300A","ligand_regulation"
"IL4","MGLL","ligand_regulation"
"TGFB1","ZHX2","ligand_regulation"
"TGFB1","ABLIM3","ligand_regulation"
"TGFB1","MMRN1","ligand_regulation"
"IL6","DKK1","ligand_regulation"
"TGFB1","DKK1","ligand_regulation"
"IL4","KDM1A","ligand_regulation"
"IL4","TTLL5","ligand_regulation"
"IL6","TBC1D9","ligand_regulation"
"IL4","STAB1","ligand_regulation"
"IL6","LY96","ligand_regulation"
"TGFB1","AATF","ligand_regulation"
"BMP4","GREM1","ligand_regulation"
"TGFB1","PDCD4","ligand_regulation"
"TGFB1","BHLHE22","ligand_regulation"
"IL4","C1GALT1C1","ligand_regulation"
"TGFB1","NXT1","ligand_regulation"
"IL6","SENP1","ligand_regulation"
"IL4","IL19","ligand_regulation"
"IL4","TBX21","ligand_regulation"
"IL4","CD209","ligand_regulation"
"IL6","SOCS7","ligand_regulation"
"BMP4","DUOX2","ligand_regulation"
"TGFB1","IL22","ligand_regulation"
"TGFB1","ANGPTL4","ligand_regulation"
"IL4","TLR7","ligand_regulation"
"IL4","TLR8","ligand_regulation"
"TGFB1","TNFRSF12A","ligand_regulation"
"TGFB1","ISYNA1","ligand_regulation"
"IL4","ISYNA1","ligand_regulation"
"TGFB1","NELFCD","ligand_regulation"
"TGFB1","PIAS4","ligand_regulation"
"IL6","TLR9","ligand_regulation"
"IL4","TREM2","ligand_regulation"
"TGFB1","DLL4","ligand_regulation"
"TGFB1","TRPM7","ligand_regulation"
"TGFB1","ASPN","ligand_regulation"
"TGFB1","BANP","ligand_regulation"
"TGFB1","SLC38A4","ligand_regulation"
"IL6","WRAP53","ligand_regulation"
"TGFB1","IMPACT","ligand_regulation"
"IL4","DOCK10","ligand_regulation"
"TGFB1","APOM","ligand_regulation"
"IL6","RETN","ligand_regulation"
"TGFB1","CTNNBIP1","ligand_regulation"
"IL4","SEMA6A","ligand_regulation"
"TGFB1","PRX","ligand_regulation"
"TGFB1","CDH26","ligand_regulation"
"TGFB1","IFIH1","ligand_regulation"
"TGFB1","SMURF2","ligand_regulation"
"TGFB1","MUL1","ligand_regulation"
"IL6","HSPBAP1","ligand_regulation"
"IL4","VTCN1","ligand_regulation"
"IL6","VTCN1","ligand_regulation"
"TGFB1","SAP30L","ligand_regulation"
"TGFB1","MYH14","ligand_regulation"
"TGFB1","NANOG","ligand_regulation"
"TGFB1","MIXL1","ligand_regulation"
"IL4","C9orf24","ligand_regulation"
"IL4","UBASH3B","ligand_regulation"
"IL6","HELZ2","ligand_regulation"
"IL6","NDUFAF2","ligand_regulation"
"TGFB1","MYOCD","ligand_regulation"
"TGFB1","SAT2","ligand_regulation"
"IL4","SOCS4","ligand_regulation"
"TGFB1","SNX20","ligand_regulation"
"TGFB1","WFDC3","ligand_regulation"
"IL4","IL23R","ligand_regulation"
"TGFB1","IL23R","ligand_regulation"
"IL4","PLB1","ligand_regulation"
"TGFB1","SPRED1","ligand_regulation"
"TGFB1","ADAMTS16","ligand_regulation"
"TGFB1","PRSS55","ligand_regulation"
"TGFB1","GSDMA","ligand_regulation"
"IL4","CLEC4G","ligand_regulation"
"TGFB1","AGRN","ligand_regulation"
"IL4","CCR2","ligand_regulation"
"TGFB1","CCR2","ligand_regulation"
"TGFB1","TEC","ligand_regulation"
"BMP4","ACTA2","ligand_regulation"
"BMP4","CYP19A1","ligand_regulation"
"BMP4","SOST","ligand_regulation"
"BMP4","STAR","ligand_regulation"
"IL4","ABL2","ligand_regulation"
"IL4","ALOX5","ligand_regulation"
"IL4","ANXA1","ligand_regulation"
"IL4","BCL2","ligand_regulation"
"IL4","BCL6","ligand_regulation"
"IL4","CASP1","ligand_regulation"
"IL4","CCR7","ligand_regulation"
"IL4","CD14","ligand_regulation"
"IL4","CD1A","ligand_regulation"
"IL4","CD83","ligand_regulation"
"IL4","CHID1","ligand_regulation"
"IL4","CLEC7A","ligand_regulation"
"IL4","COL1A2","ligand_regulation"
"IL4","CXCL8","ligand_regulation"
"IL4","CYP1A1","ligand_regulation"
"IL4","F13A1","ligand_regulation"
"IL4","FIZ1","ligand_regulation"
"IL4","FLG","ligand_regulation"
"IL4","FN1","ligand_regulation"
"IL4","GCLC","ligand_regulation"
"IL4","GPX1","ligand_regulation"
"IL4","H2AFX","ligand_regulation"
"IL4","HRNR","ligand_regulation"
"IL4","HSPA8","ligand_regulation"
"IL4","IL13","ligand_regulation"
"IL4","IL18","ligand_regulation"
"IL4","IL1B","ligand_regulation"
"IL4","IL2","ligand_regulation"
"IL4","IL4R","ligand_regulation"
"IL4","IL5","ligand_regulation"
"IL4","IRF8","ligand_regulation"
"IL4","IVL","ligand_regulation"
"IL4","LAMA5","ligand_regulation"
"IL4","MYC","ligand_regulation"
"IL4","NQO1","ligand_regulation"
"IL4","PAX5","ligand_regulation"
"IL4","RORC","ligand_regulation"
"IL4","TGM2","ligand_regulation"
"IL4","TP53","ligand_regulation"
"IL4","TSLP","ligand_regulation"
"IL6","ALB","ligand_regulation"
"IL6","APAF1","ligand_regulation"
"IL6","AR","ligand_regulation"
"IL6","ATG5","ligand_regulation"
"IL6","BCL2L2-PABPN1","ligand_regulation"
"IL6","BCL2L2","ligand_regulation"
"IL6","BIN1","ligand_regulation"
"IL6","BIRC5","ligand_regulation"
"IL6","BUD23","ligand_regulation"
"IL6","CASP9","ligand_regulation"
"IL6","CCR7","ligand_regulation"
"IL6","CFTR","ligand_regulation"
"IL6","CISH","ligand_regulation"
"IL6","CLDN5","ligand_regulation"
"IL6","CNTF","ligand_regulation"
"IL6","COL1A1","ligand_regulation"
"IL6","CREBBP","ligand_regulation"
"IL6","CTGF","ligand_regulation"
"IL6","CXCL8","ligand_regulation"
"IL6","CYP1A1","ligand_regulation"
"IL6","FABP4","ligand_regulation"
"IL6","GFAP","ligand_regulation"
"IL6","HMOX1","ligand_regulation"
"IL6","IFNG","ligand_regulation"
"IL6","IGF1","ligand_regulation"
"IL6","IGFBP3","ligand_regulation"
"IL6","IL12A","ligand_regulation"
"IL6","IL1B","ligand_regulation"
"IL6","IL1R2","ligand_regulation"
"IL6","IL23R","ligand_regulation"
"IL6","IRF8","ligand_regulation"
"IL6","KLK3","ligand_regulation"
"IL6","MAP1LC3A","ligand_regulation"
"IL6","MT1X","ligand_regulation"
"IL6","MT2A","ligand_regulation"
"IL6","MYC","ligand_regulation"
"IL6","NCOA2","ligand_regulation"
"IL6","NOS2","ligand_regulation"
"IL6","NTF3","ligand_regulation"
"IL6","ORM1","ligand_regulation"
"IL6","OSM","ligand_regulation"
"IL6","PCNA","ligand_regulation"
"IL6","PLIN1","ligand_regulation"
"IL6","PTEN","ligand_regulation"
"IL6","PTGES","ligand_regulation"
"IL6","RORC","ligand_regulation"
"IL6","SAA1","ligand_regulation"
"IL6","SAA2","ligand_regulation"
"IL6","SLC30A10","ligand_regulation"
"IL6","SLC39A14","ligand_regulation"
"IL6","SLC39A1","ligand_regulation"
"IL6","SLC6A3","ligand_regulation"
"IL6","SLC6A4","ligand_regulation"
"IL6","SOCS1","ligand_regulation"
"IL6","SOD2","ligand_regulation"
"IL6","SPP1","ligand_regulation"
"IL6","TNFRSF1A","ligand_regulation"
"IL6","TNFRSF1B","ligand_regulation"
"IL6","TNFSF11","ligand_regulation"
"IL6","TNF","ligand_regulation"
"IL6","TP53","ligand_regulation"
"TGFB1","ABCC1","ligand_regulation"
"TGFB1","ACTA2","ligand_regulation"
"TGFB1","AGER","ligand_regulation"
"TGFB1","AHR","ligand_regulation"
"TGFB1","ALDH7A1","ligand_regulation"
"TGFB1","ALPL","ligand_regulation"
"TGFB1","ASB2","ligand_regulation"
"TGFB1","ATP5L","ligand_regulation"
"TGFB1","BAD","ligand_regulation"
"TGFB1","BASP1","ligand_regulation"
"TGFB1","BMP6","ligand_regulation"
"TGFB1","CALD1","ligand_regulation"
"TGFB1","CALR","ligand_regulation"
"TGFB1","CASP3","ligand_regulation"
"TGFB1","CASP9","ligand_regulation"
"TGFB1","CCL2","ligand_regulation"
"TGFB1","CCL5","ligand_regulation"
"TGFB1","CD14","ligand_regulation"
"TGFB1","CD38","ligand_regulation"
"TGFB1","CD40","ligand_regulation"
"TGFB1","CD86","ligand_regulation"
"TGFB1","CEBPA","ligand_regulation"
"TGFB1","CFLAR","ligand_regulation"
"TGFB1","COL10A1","ligand_regulation"
"TGFB1","COL3A1","ligand_regulation"
"TGFB1","COL4A1","ligand_regulation"
"TGFB1","COL5A1","ligand_regulation"
"TGFB1","CRYAB","ligand_regulation"
"TGFB1","CXCL10","ligand_regulation"
"TGFB1","CYP11A1","ligand_regulation"
"TGFB1","CYP17A1","ligand_regulation"
"TGFB1","CYP1A1","ligand_regulation"
"TGFB1","CYP1B1","ligand_regulation"
"TGFB1","CYP27A1","ligand_regulation"
"TGFB1","DNMT1","ligand_regulation"
"TGFB1","E2F1","ligand_regulation"
"TGFB1","EBI3","ligand_regulation"
"TGFB1","EGLN1","ligand_regulation"
"TGFB1","EPHX2","ligand_regulation"
"TGFB1","FABP4","ligand_regulation"
"TGFB1","FBN1","ligand_regulation"
"TGFB1","FKBP1A","ligand_regulation"
"TGFB1","GFI1","ligand_regulation"
"TGFB1","GLRX","ligand_regulation"
"TGFB1","GREM1","ligand_regulation"
"TGFB1","GSTM3","ligand_regulation"
"TGFB1","GSTO1","ligand_regulation"
"TGFB1","GZMB","ligand_regulation"
"TGFB1","HDAC2","ligand_regulation"
"TGFB1","HGF","ligand_regulation"
"TGFB1","HIC1","ligand_regulation"
"TGFB1","HNRNPA2B1","ligand_regulation"
"TGFB1","HNRNPD","ligand_regulation"
"TGFB1","ICAM1","ligand_regulation"
"TGFB1","ICAM2","ligand_regulation"
"TGFB1","IFIT3","ligand_regulation"
"TGFB1","IL10","ligand_regulation"
"TGFB1","IL1B","ligand_regulation"
"TGFB1","ITGA1","ligand_regulation"
"TGFB1","ITGA4","ligand_regulation"
"TGFB1","ITGA5","ligand_regulation"
"TGFB1","ITGAM","ligand_regulation"
"TGFB1","ITGAX","ligand_regulation"
"TGFB1","ITGB1","ligand_regulation"
"TGFB1","ITGB5","ligand_regulation"
"TGFB1","ITGB6","ligand_regulation"
"TGFB1","KCNH2","ligand_regulation"
"TGFB1","KCNJ2","ligand_regulation"
"TGFB1","KLF5","ligand_regulation"
"TGFB1","KRT18","ligand_regulation"
"TGFB1","KRT20","ligand_regulation"
"TGFB1","LOXL1","ligand_regulation"
"TGFB1","LOXL2","ligand_regulation"
"TGFB1","LOX","ligand_regulation"
"TGFB1","LPCAT2","ligand_regulation"
"TGFB1","LPCAT4","ligand_regulation"
"TGFB1","LPIN1","ligand_regulation"
"TGFB1","LPL","ligand_regulation"
"TGFB1","LZTFL1","ligand_regulation"
"TGFB1","MAP3K1","ligand_regulation"
"TGFB1","MCL1","ligand_regulation"
"TGFB1","MDM2","ligand_regulation"
"TGFB1","METTL7A","ligand_regulation"
"TGFB1","MYBL2","ligand_regulation"
"TGFB1","MYC","ligand_regulation"
"TGFB1","MYD88","ligand_regulation"
"TGFB1","NLRC5","ligand_regulation"
"TGFB1","NME1","ligand_regulation"
"TGFB1","NOTCH1","ligand_regulation"
"TGFB1","NQO1","ligand_regulation"
"TGFB1","NR1H2","ligand_regulation"
"TGFB1","NR3C1","ligand_regulation"
"TGFB1","NR3C2","ligand_regulation"
"TGFB1","OAS1","ligand_regulation"
"TGFB1","PDGFC","ligand_regulation"
"TGFB1","PDGFD","ligand_regulation"
"TGFB1","PLAT","ligand_regulation"
"TGFB1","POSTN","ligand_regulation"
"TGFB1","PPARG","ligand_regulation"
"TGFB1","PRF1","ligand_regulation"
"TGFB1","PTEN","ligand_regulation"
"TGFB1","PTGS2","ligand_regulation"
"TGFB1","PTPN1","ligand_regulation"
"TGFB1","PTPRC","ligand_regulation"
"TGFB1","RORA","ligand_regulation"
"TGFB1","RORC","ligand_regulation"
"TGFB1","RPL27","ligand_regulation"
"TGFB1","S100A8","ligand_regulation"
"TGFB1","S100A9","ligand_regulation"
"TGFB1","SEC14L2","ligand_regulation"
"TGFB1","SERPINE2","ligand_regulation"
"TGFB1","SIRT1","ligand_regulation"
"TGFB1","SMAD2","ligand_regulation"
"TGFB1","SMAD3","ligand_regulation"
"TGFB1","SMAD4","ligand_regulation"
"TGFB1","SMPD3","ligand_regulation"
"TGFB1","SNAI1","ligand_regulation"
"TGFB1","SOCS2","ligand_regulation"
"TGFB1","SOD2","ligand_regulation"
"TGFB1","TJP1","ligand_regulation"
"TGFB1","TPM4","ligand_regulation"
"TGFB1","TPSAB1","ligand_regulation"
"TGFB1","TPSB2","ligand_regulation"
"TGFB1","TRIB3","ligand_regulation"
"TGFB1","TSC22D3","ligand_regulation"
"TGFB1","VDAC1","ligand_regulation"
"TGFB1","ZYX","ligand_regulation"
"TNF","LTBR","ligand_regulation"
"IGF1","FILIP1L","ligand_regulation"
"APP","SLC7A6","ligand_regulation"
"APOE","F3","ligand_regulation"
"PLAU","GNB4","ligand_regulation"
"IL10","FAM217B","ligand_regulation"
"APP","CFAP44","ligand_regulation"
"MSTN","PAQR5","ligand_regulation"
"TGFB3","PRKCA","ligand_regulation"
"IL19","CCL5","ligand_regulation"
"IGF1","MMP1","ligand_regulation"
"ADM","ATG5","ligand_regulation"
"IGF1","IL6","ligand_regulation"
"IGF1","EML4","ligand_regulation"
"TNF","TRPC1","ligand_regulation"
"EDN1","VCAM1","ligand_regulation"
"IFNG","ISYNA1","ligand_regulation"
"LTF","TOMM20","ligand_regulation"
"IGF1","MRPL48","ligand_regulation"
"KITLG","PLA2G4A","ligand_regulation"
"EGF","EGR3","ligand_regulation"
"FGF2","UPP1","ligand_regulation"
"CAMP","PTBP3","ligand_regulation"
"CXCL9","IFNG","ligand_regulation"
"APP","SYNPR","ligand_regulation"
"IL1B","ICAM1","ligand_regulation"
"PLAU","NID1","ligand_regulation"
"IL1B","IL10","ligand_regulation"
"SHH","TGFB2","ligand_regulation"
"APP","TAS2R50","ligand_regulation"
"APP","COL4A5","ligand_regulation"
"IL10","ANKRD12","ligand_regulation"
"MSTN","SNED1","ligand_regulation"
"MIF","CDK20","ligand_regulation"
"CALR","ADAM17","ligand_regulation"
"IFNA13","CSGALNACT1","ligand_regulation"
"APP","TMEM215","ligand_regulation"
"LTF","RORC","ligand_regulation"
"IL1B","BGLAP","ligand_regulation"
"FLT3LG","LAT2","ligand_regulation"
"FGF2","NOG","ligand_regulation"
"LAMA2","YARS","ligand_regulation"
"LTF","METTL6","ligand_regulation"
"MIF","MGMT","ligand_regulation"
"TNF","SNX20","ligand_regulation"
"FGF1","PLAT","ligand_regulation"
"PLAU","ATP1B3","ligand_regulation"
"ANGPT2","PSMB8","ligand_regulation"
"APOE","CCL3","ligand_regulation"
"EGF","SPP1","ligand_regulation"
"IFNG","CCL17","ligand_regulation"
"APP","NPM2","ligand_regulation"
"IGF1","HTR5A","ligand_regulation"
"MSTN","ADAM7","ligand_regulation"
"IGF1","EEF1A1","ligand_regulation"
"APP","PIK3CG","ligand_regulation"
"APP","NCKIPSD","ligand_regulation"
"INS","BAIAP2L1","ligand_regulation"
"IL21","SDC1","ligand_regulation"
"CD24","LTB","ligand_regulation"
"MIF","NEB","ligand_regulation"
"MIF","FAM20B","ligand_regulation"
"PLAU","CSTF3","ligand_regulation"
"IL10","RBX1","ligand_regulation"
"INS","KLHL8","ligand_regulation"
"IL2","SSTR5","ligand_regulation"
"FGF23","PDYN","ligand_regulation"
"IFNG","B2M","ligand_regulation"
"LTF","TBX22","ligand_regulation"
"PLAU","CGA","ligand_regulation"
"INS","PSKH1","ligand_regulation"
"IFNA1","LILRA1","ligand_regulation"
"INS","PHF5A","ligand_regulation"
"EGF","PSMB7","ligand_regulation"
"APP","WIF1","ligand_regulation"
"APP","FAM129B","ligand_regulation"
"IGF1","RENBP","ligand_regulation"
"CALR","STX19","ligand_regulation"
"FGF2","BMP2","ligand_regulation"
"INS","BTG4","ligand_regulation"
"CD24","FAM66D","ligand_regulation"
"IL10","XIAP","ligand_regulation"
"IL15","LRRC37A","ligand_regulation"
"FGF23","IL9","ligand_regulation"
